Gondi Word	Phonetic	Part of Speech	Telugu Meaning	English Meaning	Hindi Meaning	Ex 1 Gondi	Ex 1 Telugu	Ex 1 English	Ex 1 Hindi	Ex 2 Gondi	Ex 2 Telugu	Ex 2 English	Ex 2 Hindi	Ex 3 Gondi	Ex 3 Telugu	Ex 3 English	Ex 3 Hindi
వోక్ర	/vōkra/		వాంతి			ఉచ్చికున్ సొన్నెకె వొక్ర వాయ్లెన్ ఆంత.	కూర్చొని వెల్లేటప్పుడు వాంతి వచ్చేటట్టు అవుతుంది.										
వోటి తేండ్వల్	/vōṭi tēṇḍval/		వోడి తీయుట														
వోటితె	/vōṭite/	v	దత్తత తీసుకో	adopt		మర్మియడ్ అయ్వెకె కాండి పేడిన్ వోటితె యేతంతెర్.	సంతానం లేని వారు దత్తత తీసుకుంటారు.										
వోటు	/vōṭu/	n	ఓటు	vote		రాము వోటు వాట్లె సొంజెర్ మంతొర్.	రాము ఓటు వెయ్యడానికి వెలుతున్నాడు.										
వోడ	/vōḍa/	n	దీపం పెట్టె వోడ	veranda, porch, threshold, covered entrance area of a house													
వోడ్వల్	/vōḍval/		అర వేయు			ఆజీ పెసెల్ సేఙంగ్ వోడ్సి సూడ్సెర్ మంత.	నానమ్మ పెసరు కాయలు ఎండబెట్టి చూస్తుంది.										
వోడు సీ-	/vōḍu sī-/	v	పొట్టు తీయడం	to peel or remove the shell or cover of food items (boiled eggs, beans, peas, corn, bananas, peanuts,etc.)	छीलना	కొర్రింగ్ కొయ్సి కుస్రి అట్టన్ సాటి వోడు-సీంతెర్.	చిక్కుడు కాయలు వండుటకు విరగొట్టుతారు.	Having plucked beans, in order to cook it the shell is removed.									
వోతడ్	/vōtaḍ/	n	స్త్రీ	woman	औरत	సోనె వోతడ్ కాండిన్ యేర్ మిహ్చెర్ మంత.	దాయమ్మ పిల్లవాని స్నానం చేయిస్తుంది.										
వోదల్ ఆ-	/vōdal ā-/	n	వదులవడం	to sag (mattress, or woven surface, basket, etc.), sink		కటుడ్‌గా వెల్లెటిర్ ఉత్తెకె నోడె వోదల్ ఆంత.	మంచంలో ఎక్కువ మంది కూర్చుంటే నుల్క వదులవుతుంది.	When many people sit on a bed, the (criss-crossed, weaved) rope sags.									
వోందల్	/vōndal/		జాతి పేరు														
వోన	/vōna/	pron	అతని	his (dist.)		వోన పొరొల్ బతల్.	అతని పేరు ఏమిటి.										
వోన వోర్-	/vōna vōr-/		అతని అంతట అతను	on his own		వోన వోర్ జరసితె సుద్రెమాయిర్.	అతని అంతట అతను బాగుపడని.										
వోన సారిమత్త	/vōna sārimatta/		అతని రొట్టె ఉండే	his bread was there													
వోప	/vōpa/	n	మడి	section of a field		వోపా తగ లసున్క్ ఉర్సంతెర్.	మడిలో ఎల్లి గడ్డలు నాటుతున్నారు.										
వోపంగ్	/vōpaṅg/		మళ్ళు			బొమ్మితగ వోపంగ్ కీసి పంటంగ్ పండు సీంతెర్.	భూమిని మళ్ళు చేసి పంటలు పండిస్తారు.										
వోండి	/vōṇḍi/	n	మీగడ; వెన్న:	butter	मक्खन	దహితల్ వోండి కీంతెర్.	పేరుగు నుండి మీగడ చేస్తారు.			కోరప్ కీత పజ్జె వోండి తెండంతెర్.	మజ్జిగా చేసిన తరువాత మీగడ తీస్తారు.						
వోమ్-	/vōm-/	n	అమ్మడం	to sell	बेचना	వోర్ వత్తంగ్ మీన్క్ వొమ్సెర్ మంతొర్.	ఆయన ఎండు చేపలు అమ్ముతున్నాడు.	He is selling dried fish.									
వోయ్వల్	/vōyval/	n	రవాణా	permit	रवानगी	లారింగ్ సామన్క్ వోయ్వల్.	లారీలు సామాను రవాణా చేస్తాయి.										
వోర్	/vōr/	pron	అతను														
వోర్త	/vōrta/	n	పేలుడు	blow		నిన్నె హైదరాబాద్ నగ బామ్ గోలి వోర్త.	నిన్న హైదరాబాదులో బాంబు పేలింది.										
వోర్పి కీ-	/vōrpi kī-/			to remove or strip something without permission, steal	नोचना	కల్లిర్ రోతల్ దెడెంగ్ తాలింగ్ వోర్పి కీసి వోతెర్.	దొంగలు, ఇంటి నుండి ప్లేట్లు, ముంతలు,వెతికి తీసుకెళ్ళారు.	The thieves, having removed the plates, pots and pans and went.									
వోర్-	/vōr-/	v	పగిలింది	to burst		పుగ్గతున్ బయ్ ఉహ్క్‌సీ వొహ్తొర్.	గాలి బుగ్గను బాగా ఊది పగుల గొట్టినాడు.	Having blown a balloon too much, it bursts.									
వోరి	/vōri/	n	వరుస క్రమం	long section of a field, aisle, (when planting cotton, the field is divided into sections by planting single rows of other crops such as lentils)		కాపుస్ ఉంది వోరింగ్ వోరింగ్ ఉర్సంతెర్.	పత్తిని వరుస క్రమంలో నాటుతారు.										
వోస్రి	/vōsri/	n	వసరా	veranda	बरामदा	కాండిర్ మావ వోస్రితల్ విచ్చెర్ మంతెర్.	పిల్లలు మా వసారా నుండి ఉర్కుతున్నారు.										
వోహ్త	/vōhta/		పలిగింది			మల్ మేస్కున్ వొహ్చి పోరిక్ తెండ్త.	నెమలి గుడ్లు పగిలించి పిల్లలు తీసింది.										
వో-	/vō-/	v	తీసుకు పోవడం	to carry away, take and go	ढोना												
సక్కెడ	/sakkeḍa/	n	ప్రొద్దున	morning													
సక్రె	/sakre/	n	ప్రొద్దున	in the morning		రోజి సక్రెన్ తెచ్చి నన్న పాల్ ఉంటొన్.	రోజు ప్రొద్దున లేచి నేను పాలు తాగుతాను.										
సగబుగ	/sagabuga/		ఇటు అటు దిక్కులు చూచుట			హెర్రెఙ్ డువడున్ సూడ్సి సగ బుగ్గ ఆంతంగ్.	మేకలు పులిని చూసి ఇటు అటు దిక్కులు చూస్తాయి.										
సగ్గ	/sagga/	n	గోత్రం	phratry (related to the number of deities that are worshipped)		నావంగ్ సారుంగ్ సగ్గంగ్.	నా గోత్రం ఆరు దేవుళ్లు.										
సగ్లల్	/saglal/	n	సడ్డకుడు	wife's sister's husband		అఙెనొర్ మాడ్సొన్ సగ్ల దాదల్ ఇంతెర్.	నా తోడళ్ళున్ని సడ్డకుడు అని అంటారు.										
సగున్	/sagun/	v	తుమ్ము	sneeze	छींकना	పడ్సంగ్ ఆతెకె బయ్ సగున్క్ వాంతంగ్.	జలుబు అయితే తుమ్ములు వస్తాయి.	After getting a cold, many sneezes come.									
సగున్ సారింగ్	/sagun sāriṅg/		పెళ్లి చూపులకు చేసే రొట్టెలు			సగున్ సారింగ్ పియ్సి సొంజెర్ మంతెర్.	పెళ్లి చూపుల రొట్టెలు తీసుకుపోతారు.										
సఙి	/saṅi/	n	మేన మామ కొడుకు	friend (m.)		మామనొర్ కాండిన్ సఙి ఇంజెర్ ఇంతెర్.	మామయ్య కొడుకును చిన్న బావ అంటారు.										
సఙొ	/saṅo/	n	మేన మామ కూతురు	friend (f.)													
సట్టి (మహ్న)	/saṭṭi (mahna)/	n.prop	డిసెంబర్	month 1 of the Gond year (March-April)													
సటి	/saṭi/	adv	జనవరి														
సడ	/saḍa/		వాసలు	the horizontal beam(s) of wood used to hold up the eaves of a house, or shelter (such as a marriage shelter)		మండతంగ్ డెరిన్‌గ సడంగ్ వాటంతెర్.	పందిరిలో గుంజల పైన వాసాలు వేస్తారు.	They put horizontal beams on the vertical pillars of a shelter.									
సడ	/saḍa/	n	పగ్గము తాడు	leash, rope for controlling bullocks													
సడక్న కచ్డ వాడ్‌ సియ్యె	/saḍakna kacḍa vāḍ siyye/		రోడ్ల చెత్త వేసేవాడు			సడకున్ పొర్రొ కచ్డ వాడ్ సియ్వ.	దారి మీద చెత్త వెయ్య వద్దు.										
సడపి	/saḍapi/	n	పెండ	cow dung	गोबर	సడపితె బాయిక్ రోన్ ఊసంతంగ్.	పెండతో స్త్రీలు ఇంటిని మేగుతారు.										
సడ	/saḍa/	n	అలుకుతా నీరు	cow dung mixed with water (used to keep courtyards looking clean)		సడపి యేతగ మిస్డికీసి రచ్చతె సడ వాటంతంగ్.	ఆవు పేడ నీటిలో కలిపి అలుకుతారు.	Having mixed cow dung with water they spread (throw) the mixture on the courtyard.									
సడపి పుడి	/saḍapi puḍi/		పెండ పురుగు	dung insect		సడపి పుడి సడపి తగ మందంత.	పెండ పురుగు పెండలో ఉంటుంది.										
సడయ్ డారి	/saḍay ḍāri/		సెనగ పప్పు			సడయ్ డారి తే కుస్రి అట్టంతెర్.	సెనగ పప్పుతో కూర వండుతారు.										
సడయి బాజి	/saḍayi bāji/		చెనగ కూర			సడయి బాజి వావ్టె పండు సీంతెర్.	చెనగ కూర చేనులో ఉంటుంది.										
సడయింగ్	/saḍayiṅg/	n	చెనగలు	the chickpea, Bengal gram, 'channa													
సడ్	/saḍ/	n	పండుగ	a festival which lasts for several days	उत्सव	కోయ్‌తుర్ వెల్లె సడ్క్ కీంతెర్.	గిరిజనులు ఎక్కువ పండుగలు చేస్తుంటారు.										
సడ్కల్	/saḍkal/	n	నిలువు	vertical	खडा; हाथ ऊपर उठाकर खडे हुए मनुष्य का परिमाण	బొమ్మితగ సడ్కల్ నిచ్చి మందన.	భూమిలో నిలువుగా నిలబడి ఉండాలి.										
సడ్కల్‌ గీతొ	/saḍkal gīto/		సరళ రేఖతో			బొమ్మితగ సడ్కల్ గీతొ ఉంది మందంత.	భూమిపై ఒక సరళ రేఖ ఉంటుంది.										
సడ్-	/saḍ-/	n	కారడం	to leak, drip	टपकना	పిర్ద యేర్ రేక్న గద్దితల్ చడ్డ చడ్డ సడంత.	వర్షం నీరు రేకు రంద్రం నుండి కారుతుంది.										
సడె	/saḍe/	n	అల్లుడు	daughter's husband	दामाद; जमाई	మియడొర్ మాడ్సొన్ సడె ఇంతెర్.	కూతురు మొగడిని అల్లుడు అని అంటారు.										
సడె మర్రి	/saḍe marri/	n	అక్క కొడుకు	sister's son													
సడె మియాడ్	/saḍe miyāḍ/			sister's daughter													
సడె మా-	/saḍe mā-/	v	కుళ్ళిపోవు	to rot, decay, decompose, become spoilt		యెద్ది గాలుమ్ మరక్నంగ్ పాలంగ్ సడె మంతంగ్.	వేసవి కాలంలో చెట్ల ఆకులు రాలుతాయి.	In summer the leaves of the trees decay.		మర్క కాయంగ్ వెల్లె జేల్ మిస్సి ఇర్తెకె సడె మంత.	మామిడి కాయలను చాలా రోజులు కప్పి ఉంచితే చెడిపోతాయి.	If you leave (lit. bury) mangoes for a long time they will become rotten.					
సడెమాత	/saḍemāta/		రాలి పోవుట	to get rotten		కేరెతంగ్ పాలంగ్ మత్తంగ్ సడెమాతంగ్.	అరటి చెట్టు ఆకులు మొత్తం రాలి పోయాయి.										
సత్	/sat/	n	నిజం	truth	सत्य; सच	వోర్ సత్‌నంగ్ కామ్ కీంతొర్.	అతను నీతి పనులు చేస్తారు.										
సత్ బుద్దివాలె	/sat buddivāle/		మంచి బుద్ధి గలవాడు	person of good character		వోర్ కాండి సత్ బుద్దివాలె ఆందుర్.	అ పిల్లవాడు మంచి బుద్దిగలవాడు.										
సత్తి కియ్వల్	/satti kiyval/	v	సతాయించు	harass	सता; तंग कर	నావొర్ కాండి బయ్ సత్తి కీంతొర్.	నా కొడుకు సతాయిస్తున్నాడు.										
సత్తి పేన్	/satti pēn/	n	దేవుని పేరు	one of the deities		బాయిక్ సత్తి పేన్ద పూజ కీసెర్ మంతంగ్.	అమ్మాయిలు సత్తి దేవుని పూజ చేస్తున్నాయి.										
సత్తి డోల్	/satti ḍōl/			kind of drum used for dances		సత్తి పేన్ కీనెకె సత్తిన డోల్క్ పాంతెర్.	దేవుళ్లు చేసేటప్పుడు దేవుని డోలు వాయిస్తారు.										
సత్తె వచ్చన్	/satte vaccan/		నిజమైన వాక్యము			చుడుర్ కాండి సత్తె వచ్చన్ వడ్క్‌తొర్.	చిన్న పిల్లవాడు నిజమైన వాక్యము మాట్లాడాడు.										
