Gondi Word	Hindi Meaning	Telugu Meaning
बानम	धनुष्य	బాణం
बानम पुल्‍ला	तीर	బాణము
बाबा	पिता	తండ్రి
बाबो-मर्रि	बाप-बेटा	
बामेरा	मांग	
बायि	बड़ी बहन	అక్క
बारी	क्यों?	ఎందుకు
बारी इत्ते	क्‍योंकि	
बारी इत्ते	क्‍योंकि	
बालटी	बादली	బొకేనా
बाळ्‍से	वासला	బాడీశ
बिच्‍चागाड	भिकारी	అడుగుక్కునేవాడు
बिच्‍चेम्‍दी	भिकारीण	
बिच्‍चु	पाचर	
बिच्‍चेम्‍दी	भिकारीण	
बिंदे		బిందె
बिबूत (मर्रा)	पेड़	
बिलांकेट	कंबल	బొంత
बिल्ला	सिक्‍का	బండీ, బిల్ల
बीड	बीड	
बीडी	बीड़ी	బీడీలు
बीड़ी उन्‍मड़	बीड़ी पीना	బీడీలు త్రాగడము
बीमाल	भीम	భీము దేవుడు
बीरे काया	दोड्‍के	బీరకాయ
बुंकमड़	गरजना	అర్వటము
बुक्का	घास	ముద్ద
बुगिलि	गाल	బుగిలి
बुग्गा	फुगा	ఊపిరి బుగ్గ
बुग्‍गेंडी	अल्युमिनियम	అల్యుమినియమ్
बुज्‍जि		ప్రెమతొ పిలిచె ఒ పేరూ
बुड़का	बुलबुला	బుడ్కలు
बुडा बर्का(जिम्मा/मीन)	मच्‍छली की एक जात	బుడ్డ పరక
बुड्डि	छोटा मटका	కుండ
बुदारम	बूधवार	బుధవారము
बुंदिल	सुराही	
बुद्दि	दिमाग	తెలివి,జ్ఞపకము
बुद्दि हिल्‍वोर	दुर्बुद्धि	బుద్దిలెనీవాడు, తెలివిలెనివాడు
बुमीपोरो	जमिन पर	భూమీపైన
बुयारम	भुयार	గుహ
बुरदा	कीचड़	బురద
बुरसल	मुलायम बालोंवाली	
बुरसल पुडी		తొలపుడీ
बुर्कल	बाघ	పులి
बुर्कल सोर्रे	बाघ का गुफा	పులి గుహం
बुर्दातसंटा मन्नु	कीचड़ जैसी मट्टी	బురదలాంటీ మట్టి
बुर्रुड	चूमना	ముద్దు పెట్టటము
बुर्सिद्वा	एक पंछी	పక్షీపేరూ
बूगोलशास्‍त्रम	भूगोलशास्‍त्र	భూగొలశాశ్త్రము
बूजन्‍ंगा	मूंगफल्‍ली	భూజనగ
बूडदी	राख	బూడిది
बूती	रोजी	కూళీ
बूमी ऊंगमड़	भूकंप	భూకంపణ
बूमी पोक्‍का अर्रमड़	पृथ्‍वी का तड़ा जाना	
बूमी पोरो मन्‍मड़	जमिन पर रहना	భూమీపైన ఉండటము
बूमी हिडु मनना एरु	जमीन के नीचे का पानी	భూమీక్రింద ఉండె నిల్లు
बूमी हिडू	जमीन के नीचे	భూమీక్రింద
बूमीता लोप्‍पो	जमीन के अंदर	భూమీలొ
बूरका मरा		బుర్గు (చెట్టు)
बूरा		ఈక; రోమము
बूरा कुसमड़	बाल गिरना	
बूरा बेर्समड़	बाल आना	
बूलोकम	धरती	భూలొకం
